filename,image_data
MMY_142249.jpg,[232 232 232 ... 232 232 232]
MMY_143275.jpg,[181 184 184 ... 232 235 238]
MMY_143892.jpg,[152 151 151 ... 195 228 228]
MMY_144883.jpg,[170 172 174 ... 210 227 227]
MMY_145204.jpg,[196 214 226 ... 175 194 212]
MMY_146142.jpg,[180 174 175 ... 204 190 175]
MMY_147081.jpg,[179 177 190 ... 233 233 234]
MMY_148039.jpg,[232 231 205 ... 168 206 234]
MMY_152680.jpg,[172 169 164 ... 233 235 233]
MMY_154081.jpg,[237 234 233 ... 232 234 235]
MMY_154649.jpg,[231 228 224 ... 235 229 232]
MMY_154872.jpg,[214 204 190 ... 147 114 125]
MMY_157566.jpg,[231 231 232 ... 227 227 227]
MMY_160867.jpg,[170 165 164 ... 159 161 162]
MMY_16175.jpg,[231 233 238 ...  40 109 199]
MMY_161887.jpg,[233 233 233 ... 206 215 233]
MMY_16200579.jpg,[227 234 236 ... 231 231 231]
MMY_162710.jpg,[226 233 237 ... 237 219 236]
MMY_163947.jpg,[234 234 234 ... 151 148 147]
MMY_164736.jpg,[234 234 234 ... 200 170 150]
MMY_165260.jpg,[185 188 193 ... 232 232 232]
MMY_165892.jpg,[236 235 235 ... 194 188 186]
MMY_166174.jpg,[232 232 232 ... 168 163 169]
MMY_166902.jpg,[142 138 135 ... 234 231 224]
MMY_167107.jpg,[207 193 176 ... 237 235 233]
MMY_167192.jpg,[235 233 231 ... 163 166 172]
MMY_167415.jpg,[142 142 145 ... 210 200 208]
MMY_167558.jpg,[232 230 231 ... 231 231 231]
MMY_167793.jpg,[235 235 235 ... 237 227 215]
MMY_167835.jpg,[233 233 233 ... 192 179 185]
MMY_16788.jpg,[229 230 232 ... 172 185 181]
MMY_169568.jpg,[234 234 234 ... 167 133 151]
MMY_170138.jpg,[234 234 236 ... 232 227 234]
MMY_170547.jpg,[157 160 163 ... 238 235 230]
MMY_170830.jpg,[235 230 239 ... 224 233 236]
MMY_170949.jpg,[203 190 175 ... 241 235 232]
MMY_172101.jpg,[148 148 148 ... 224 237 235]
MMY_17227.jpg,[139 141 142 ... 227 224 222]
MMY_17278.jpg,[236 237 236 ... 143 146 149]
MMY_172814.jpg,[170 163 166 ... 236 241 231]
MMY_176479.jpg,[232 232 233 ... 214 185 181]
MMY_177464.jpg,[234 240 229 ... 199 190 179]
MMY_177949.jpg,[236 230 229 ... 175 189 183]
MMY_178278.jpg,[229 243 233 ... 229 234 237]
MMY_178873.jpg,[230 238 233 ... 226 227 233]
MMY_179421.jpg,[158 156 152 ... 223 229 208]
MMY_179765.jpg,[185 145 139 ... 186 188 189]
MMY_179858.jpg,[230 230 231 ... 228 225 228]
MMY_180088.jpg,[225 229 232 ... 159 163 166]
MMY_182778.jpg,[180 179 178 ... 229 236 236]
MMY_182939.jpg,[232 233 233 ... 181 188 193]
MMY_184137.jpg,[150 149 148 ... 175 175 169]
MMY_184824.jpg,[228 231 236 ... 229 225 223]
MMY_185197.jpg,[236 224 196 ... 145 165 160]
MMY_185792.jpg,[214 213 212 ... 232 232 232]
MMY_186859.jpg,[156 158 160 ... 236 238 230]
MMY_19074.jpg,[173 128  60 ...  49  52  54]
MMY_195041.jpg,[152 156 163 ... 234 234 234]
MMY_196342.jpg,[232 236 236 ... 234 235 232]
MMY_19793.jpg,[235 232 230 ... 236 234 232]
MMY_19855.jpg,[238 238 232 ... 225 227 234]
MMY_198575.jpg,[163 164 166 ... 232 232 232]
MMY_199021.jpg,[237 236 234 ... 238 239 235]
MMY_19975.jpg,[232 234 236 ... 232 231 231]
MMY_200817.jpg,[239 234 230 ...  99 114 153]
MMY_201220.jpg,[233 233 233 ... 179 189 201]
MMY_202423.jpg,[167 173 178 ... 231 235 237]
MMY_204058.jpg,[236 225 230 ... 243 225 238]
MMY_204546.jpg,[197 199 200 ... 234 237 237]
MMY_205123.jpg,[234 234 234 ... 187 204 217]
MMY_205870.jpg,[213 223 233 ... 188 184 183]
MMY_206684.jpg,[236 236 236 ... 218 194 176]
MMY_208188.jpg,[234 234 234 ... 235 235 234]
MMY_209242.jpg,[234 234 234 ... 232 234 235]
MMY_209484.jpg,[234 234 234 ... 234 234 235]
MMY_209666.jpg,[230 231 233 ... 231 231 227]
MMY_210993.jpg,[231 238 237 ... 232 232 235]
MMY_2114.jpg,[229 223 214 ... 158 164 169]
MMY_211548.jpg,[235 235 235 ... 169 167 165]
MMY_21284.jpg,[230 230 230 ... 238 235 225]
MMY_21330.jpg,[233 233 233 ... 230 238 241]
MMY_214490.jpg,[170 173 171 ... 231 231 232]
MMY_21572.jpg,[172 192 217 ... 179 183 188]
MMY_218039.jpg,[232 232 232 ... 174 173 172]
MMY_218155.jpg,[231 231 231 ... 228 235 227]
MMY_219573.jpg,[172 160 142 ... 155 150 152]
MMY_220307.jpg,[231 236 236 ... 238 230 242]
MMY_220918.jpg,[169 171 173 ... 144 133 170]
MMY_221248.jpg,[138 144 149 ... 165 185 211]
MMY_222445.jpg,[233 232 232 ... 233 231 231]
MMY_222561.jpg,[235 235 234 ... 161 174 147]
MMY_224352.jpg,[233 233 233 ... 228 228 219]
MMY_224492.jpg,[232 233 233 ... 139 139 142]
MMY_224657.jpg,[230 235 235 ... 151 149 149]
MMY_225888.jpg,[213 196 178 ... 225 225 224]
MMY_229029.jpg,[190 161 160 ... 120 133 150]
MMY_230059.jpg,[199 193 196 ... 166 163 155]
MMY_231102.jpg,[233 233 233 ... 239 234 215]
MMY_23164.jpg,[164 164 163 ... 232 232 234]
MMY_232363.jpg,[228 210 196 ... 104 120 162]
MMY_233181.jpg,[230 230 230 ... 209 205 202]
MMY_233428.jpg,[235 236 233 ... 236 233 227]
MMY_233641.jpg,[169 171 181 ... 234 234 234]
MMY_233743.jpg,[240 237 235 ... 188 185 181]
MMY_234317.jpg,[231 233 235 ... 143 143 148]
MMY_235029.jpg,[234 234 234 ... 236 233 242]
MMY_236128.jpg,[231 231 226 ... 226 222 245]
MMY_236380.jpg,[226 220 178 ... 137 111  94]
MMY_236459.jpg,[153 179 186 ... 128 152 154]
MMY_236632.jpg,[233 233 233 ... 233 233 233]
MMY_237270.jpg,[154 154 154 ... 131 132 144]
MMY_237339.jpg,[157 156 158 ... 237 238 238]
MMY_237595.jpg,[236 236 236 ... 197 196 201]
MMY_237696.jpg,[180 142 116 ... 228 230 239]
MMY_241098.jpg,[234 234 234 ... 233 233 233]
MMY_24205.jpg,[233 233 233 ... 157 158 160]
MMY_242499.jpg,[168 186 176 ... 164 160 158]
MMY_242821.jpg,[234 234 234 ... 151 152 153]
MMY_242890.jpg,[238 233 231 ... 237 235 235]
MMY_244097.jpg,[233 233 233 ... 227 230 236]
MMY_244121.jpg,[235 234 234 ... 224 230 240]
MMY_244224.jpg,[230 229 230 ... 179 176 176]
MMY_244619.jpg,[234 234 234 ... 211 230 235]
MMY_245549.jpg,[234 234 234 ... 175 175 177]
MMY_245632.jpg,[233 231 229 ... 227 230 235]
MMY_245815.jpg,[239 236 233 ... 181 174 180]
MMY_246445.jpg,[235 234 234 ... 180 196 211]
MMY_24751.jpg,[184 183 183 ... 234 224 209]
MMY_248679.jpg,[233 233 233 ... 230 237 235]
MMY_249253.jpg,[180 178 176 ... 184 183 174]
MMY_252348.jpg,[182 182 184 ... 162 165 166]
MMY_252383.jpg,[232 232 232 ... 148 149 153]
MMY_253126.jpg,[234 233 234 ... 157 173 174]
MMY_253876.jpg,[236 237 237 ... 231 231 234]
MMY_255540.jpg,[ 63  83 119 ... 162 162 163]
MMY_255698.jpg,[240 236 221 ... 222 231 237]
MMY_256065.jpg,[232 233 233 ... 180 179 178]
MMY_256585.jpg,[236 239 236 ... 236 236 236]
MMY_256700.jpg,[234 234 234 ... 176 198 218]
MMY_257369.jpg,[228 238 239 ... 235 234 232]
MMY_257385.jpg,[234 234 234 ... 151 148 164]
MMY_258392.jpg,[223 232 237 ... 169 172 175]
MMY_258491.jpg,[186 181 178 ... 237 236 232]
MMY_259372.jpg,[187 196 200 ... 121  49  48]
MMY_259996.jpg,[128 131 134 ... 238 238 234]
MMY_261923.jpg,[154 153 156 ... 234 234 234]
MMY_263304.jpg,[242 236 232 ... 190 191 190]
MMY_263380.jpg,[152 160 165 ... 233 233 232]
MMY_263520.jpg,[170 167 167 ... 234 234 229]
MMY_264264.jpg,[230 231 233 ... 152 153 150]
MMY_265290.jpg,[233 233 233 ... 232 232 233]
MMY_267459.jpg,[222 187 113 ... 179 165 172]
MMY_267640.jpg,[229 228 226 ... 227 228 229]
MMY_267682.jpg,[238 236 233 ... 161 155 155]
MMY_269156.jpg,[239 237 234 ... 230 228 227]
MMY_270313.jpg,[214 213 209 ... 134 137 102]
MMY_270358.jpg,[247 230 232 ... 233 243 231]
MMY_270784.jpg,[230 230 230 ... 160 161 161]
MMY_272238.jpg,[236 236 235 ... 233 233 229]
MMY_272543.jpg,[234 234 234 ... 233 225 220]
MMY_273587.jpg,[231 233 231 ... 113 133 132]
MMY_275124.jpg,[234 227 216 ... 122 123 123]
MMY_275256.jpg,[231 228 228 ... 232 232 233]
MMY_276156.jpg,[236 238 233 ... 234 234 234]
MMY_27618.jpg,[204 227 239 ... 231 228 235]
MMY_276441.jpg,[230 233 234 ... 232 234 235]
MMY_276556.jpg,[215 224 226 ... 240 220 238]
MMY_277017.jpg,[175 180 181 ... 229 230 232]
MMY_27706.jpg,[234 234 234 ... 234 234 234]
MMY_277157.jpg,[239 240 236 ... 178 183 191]
MMY_277520.jpg,[108 100 133 ... 160 141 110]
MMY_279784.jpg,[232 237 236 ... 230 230 231]
MMY_280082.jpg,[234 234 234 ... 184 185 185]
MMY_281368.jpg,[169 173 174 ... 234 238 236]
MMY_281556.jpg,[235 227 234 ... 236 234 231]
MMY_28223.jpg,[233 232 234 ... 238 232 234]
MMY_283663.jpg,[217 210 186 ... 230 213 226]
MMY_287887.jpg,[239 236 233 ... 166 162 158]
MMY_288113.jpg,[229 231 233 ... 175 182 180]
MMY_288958.jpg,[165 169 178 ... 232 232 232]
MMY_289350.jpg,[233 230 231 ... 223 223 232]
MMY_290219.jpg,[235 235 235 ... 177 181 184]
MMY_291069.jpg,[233 233 233 ... 221 222 224]
MMY_291261.jpg,[234 234 234 ... 164 157 174]
MMY_291481.jpg,[235 234 232 ... 170 166 173]
MMY_292230.jpg,[238 236 235 ... 235 235 235]
MMY_292730.jpg,[132 129 132 ... 228 229 232]
MMY_293513.jpg,[231 231 233 ... 229 234 234]
MMY_293917.jpg,[231 232 232 ... 231 231 229]
MMY_293932.jpg,[232 231 231 ... 224 232 233]
MMY_293959.jpg,[163 166 168 ... 233 233 233]
MMY_295393.jpg,[157 184 182 ... 114 132 181]
MMY_29561.jpg,[237 230 229 ... 240 233 231]
MMY_295743.jpg,[234 237 237 ... 140 139 139]
MMY_29576.jpg,[135 135 134 ... 173 218 227]
MMY_295950.jpg,[231 234 236 ... 234 234 230]
MMY_296593.jpg,[231 230 231 ... 155 153 151]
MMY_297253.jpg,[214 170 135 ... 242 238 235]
MMY_297755.jpg,[126 126 130 ... 171 173 174]
MMY_298333.jpg,[232 232 232 ... 234 233 231]
MMY_299434.jpg,[128 162 167 ... 233 233 233]
MMY_300719.jpg,[172 171 168 ... 234 235 231]
MMY_302278.jpg,[200 173 165 ...  59  82 114]
MMY_302428.jpg,[236 237 237 ... 174 174 173]
MMY_303175.jpg,[178 171 174 ... 171 178 184]
MMY_303594.jpg,[235 235 235 ... 243 242 234]
MMY_303957.jpg,[228 229 230 ... 233 233 233]
MMY_304331.jpg,[228 232 233 ... 208 206 209]
MMY_304741.jpg,[234 234 234 ... 138 132 126]
MMY_305508.jpg,[150 153 158 ... 174 172 167]
MMY_30572.jpg,[162 164 166 ... 234 234 234]
MMY_306096.jpg,[233 233 234 ... 234 234 232]
MMY_307258.jpg,[236 232 229 ... 162 165 167]
MMY_307397.jpg,[182 179 173 ... 235 236 236]
MMY_307426.jpg,[232 232 232 ... 228 229 233]
MMY_307429.jpg,[224 227 235 ... 238 242 223]
MMY_308024.jpg,[237 237 226 ... 223 216 205]
MMY_310312.jpg,[233 233 233 ...  65 103 119]
MMY_310921.jpg,[234 236 238 ... 183 187 190]
MMY_31201.jpg,[232 231 230 ... 161 155 147]
MMY_312193.jpg,[234 234 234 ... 231 232 232]
MMY_313056.jpg,[206 203 199 ... 229 233 232]
MMY_316884.jpg,[230 231 232 ... 159  79  61]
MMY_317328.jpg,[219 237 237 ... 219 235 227]
MMY_318052.jpg,[233 233 233 ... 224 207 189]
MMY_318604.jpg,[234 239 240 ... 141 142 147]
MMY_320872.jpg,[171 170 172 ... 234 223 211]
MMY_322081.jpg,[157 160 168 ... 233 230 228]
MMY_323757.jpg,[134 140 146 ... 159 161 168]
MMY_325379.jpg,[233 220 195 ... 232 234 235]
MMY_325455.jpg,[234 233 232 ... 230 231 232]
MMY_325829.jpg,[166 164 166 ... 234 234 235]
MMY_327148.jpg,[235 233 234 ... 232 233 236]
MMY_327312.jpg,[184 181 177 ... 200 198 194]
MMY_327817.jpg,[224 224 223 ... 231 229 232]
MMY_32855.jpg,[231 230 231 ... 206 196 201]
MMY_328872.jpg,[234 232 232 ... 169 175 183]
MMY_329366.jpg,[230 232 233 ... 231 232 235]
MMY_330437.jpg,[233 232 232 ... 230 230 230]
MMY_331927.jpg,[232 240 236 ... 230 220 234]
MMY_332653.jpg,[237 231 227 ... 229 234 234]
MMY_332692.jpg,[233 233 232 ... 229 231 234]
MMY_333393.jpg,[234 234 234 ... 237 221 190]
MMY_33383.jpg,[226 226 224 ... 232 228 228]
MMY_335422.jpg,[149 115 104 ... 222 235 241]
MMY_336363.jpg,[230 236 235 ... 239 231 233]
MMY_33695.jpg,[190 198 210 ... 231 231 227]
MMY_3376.jpg,[233 235 233 ... 225 210 183]
MMY_337668.jpg,[230 230 232 ... 145 147 150]
MMY_337786.jpg,[227 225 224 ... 230 231 231]
MMY_33879.jpg,[231 231 231 ... 230 231 231]
MMY_339735.jpg,[156 164 160 ... 143 157 184]
MMY_340578.jpg,[232 232 232 ... 228 231 230]
MMY_341185.jpg,[220 223 240 ... 160 163 162]
MMY_342177.jpg,[239 232 214 ... 147 147 146]
MMY_342324.jpg,[233 233 233 ... 205 193 187]
MMY_342596.jpg,[235 232 232 ... 205 199 196]
MMY_344807.jpg,[219 221 225 ... 234 232 231]
MMY_345736.jpg,[233 233 233 ... 233 233 232]
MMY_346115.jpg,[233 228 232 ... 230 229 228]
MMY_346275.jpg,[187 191 197 ... 232 231 231]
MMY_346332.jpg,[232 232 232 ... 236 234 237]
MMY_346881.jpg,[215 221 229 ... 233 233 233]
MMY_347827.jpg,[233 233 233 ... 164 164 163]
MMY_348342.jpg,[182 186 191 ... 233 233 233]
MMY_348463.jpg,[189 184 181 ... 226 204 183]
MMY_348530.jpg,[234 234 234 ... 223 238 226]
MMY_350213.jpg,[218 207 185 ... 139 143 136]
MMY_351863.jpg,[233 235 235 ... 214 226 230]
MMY_353001.jpg,[234 234 234 ... 233 230 230]
MMY_353176.jpg,[236 236 235 ... 239 237 230]
MMY_353224.jpg,[235 235 235 ... 166 183 213]
MMY_353938.jpg,[237 225 233 ... 232 232 232]
MMY_354780.jpg,[227 214 223 ... 234 240 227]
MMY_357063.jpg,[239 219 232 ... 235 236 236]
MMY_35768.jpg,[235 237 237 ... 246 240 223]
MMY_357704.jpg,[234 234 228 ... 237 235 231]
MMY_358673.jpg,[231 235 236 ... 206 188 179]
MMY_358812.jpg,[152 154 157 ... 234 234 234]
MMY_359355.jpg,[173 170 168 ... 227 228 229]
MMY_359756.jpg,[238 234 230 ... 151 186 207]
MMY_361679.jpg,[234 234 234 ... 164 166 169]
MMY_362039.jpg,[233 234 234 ... 236 236 229]
MMY_363545.jpg,[233 232 230 ... 146 149 189]
MMY_363905.jpg,[233 228 228 ... 231 233 230]
MMY_365527.jpg,[200 202 205 ... 182 182 181]
MMY_366825.jpg,[138 148 151 ... 233 233 233]
MMY_367941.jpg,[231 238 232 ... 194 194 198]
MMY_368200.jpg,[235 233 232 ... 233 233 233]
MMY_369215.jpg,[204 201 200 ... 231 237 239]
MMY_372812.jpg,[229 235 237 ... 177 177 182]
MMY_373245.jpg,[235 230 228 ... 230 229 232]
MMY_374919.jpg,[168 159 153 ... 225 231 236]
MMY_37557.jpg,[187 207 227 ... 195 192 187]
MMY_375571.jpg,[234 234 234 ... 233 233 234]
MMY_375749.jpg,[234 235 236 ... 235 233 232]
MMY_376991.jpg,[233 233 232 ... 127 138 149]
MMY_378237.jpg,[231 234 234 ... 226 226 224]
MMY_37882.jpg,[234 234 234 ... 153 162 159]
MMY_38186.jpg,[235 234 234 ... 136 136 137]
MMY_382543.jpg,[233 233 233 ... 229 230 230]
MMY_383041.jpg,[235 229 226 ... 231 229 227]
MMY_383110.jpg,[233 233 233 ... 143 140 137]
MMY_38379.jpg,[228 229 231 ... 147 143 139]
MMY_383935.jpg,[170 185 179 ... 135 160 157]
